FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
oph00613.txt,https://openseanft.weebly.com/,30,openseanft.weebly.com,21,0,com,57.63760049,0.647058824,0.5229071,0.059719448,3,1,0,0,0,19,0.633,0,0,0,0,0,3,0.1,1,129,368,1,openseanftweebly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
444404.txt,https://www.403wg.afrc.af.mil,28,www.403wg.afrc.af.mil,21,0,mil,100,0.615384615,0.0002984,0.038102569,3,3,0,0,0,10,0.357,3,0.107,0,0,0,3,0.107,1,2765,13584,1,403wgafrcaf,0,0,1,1,1,0,0,0,1,10,0,1,0,1,0,0,1,0,0,63,10,8,51,0,72,1
595874.txt,https://www.tnmd.uscourts.gov,28,www.tnmd.uscourts.gov,21,0,gov,100,0.692307692,0.0033282,0.057318907,3,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,410,2184,1,tnmduscourts,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,14,5,12,88,3,34,1
533428.txt,https://www.lowcarbonhub.org,27,www.lowcarbonhub.org,20,0,org,100,1,0.0799628,0.057024056,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,688,10045,1,lowcarbonhub,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,29,7,9,97,0,105,1
77572.txt,https://www.specialeffect.org.uk,31,www.specialeffect.org.uk,24,0,uk,100,0.823529412,0.028555,0.058335011,2,2,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,974,9381,1,specialeffectorg,0,0,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,1,55,12,18,101,3,110,1
231212.txt,https://www.teletus.co.il,24,www.teletus.co.il,17,0,il,100,0.8,0.0013543,0.065804108,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,12792,2289,1,teletusco,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,21,5,64,120,31,12,1
mw73935.txt,http://www.botpg.com,19,www.botpg.com,13,0,com,88.39506173,1,0.5229071,0.058380608,3,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,12,28,1,botpg,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw17979.txt,http://www.rostec.digital,24,www.rostec.digital,18,0,digital,77.55102041,1,0.0002235,0.063254506,7,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,9,77,1,rostec,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
107155.txt,https://www.afc.co.uk,20,www.afc.co.uk,13,0,uk,100,0.666666667,0.028555,0.062695466,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,3367,2240,1,afcco,0,0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,76,21,44,468,0,507,1
mw77427.txt,http://www.10555ff.com,21,www.10555ff.com,15,0,com,63.36088154,1,0.5229071,0.023428783,3,1,0,0,0,4,0.19,5,0.238,0,0,0,1,0.048,0,24,80,1,10555ff,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
789308.txt,https://www.bushveldminerals.com,31,www.bushveldminerals.com,24,0,com,100,1,0.5229071,0.055391343,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1204,9381,1,bushveldminerals,100,100,0,1,1,0,0,0,0,2,1,1,1,1,1,0,0,0,1,31,34,31,93,3,95,1
mw62230.txt,http://www.inonix.co.kr,22,www.inonix.co.kr,16,0,kr,83.54700855,0.777777778,0.0022733,0.059882578,2,2,0,0,0,9,0.409,0,0,0,0,0,2,0.091,0,10,50,1,inonixco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph05016.txt,http://bafybeidalcgaj4ol4ls5exxbksgv6xhwguxgjfgt3pjrxqx5mm4i3jokem.ipfs.fleek.cool/,83,bafybeidalcgaj4ol4ls5exxbksgv6xhwguxgjfgt3pjrxqx5mm4i3jokem.ipfs.fleek.cool,75,0,cool,12.22081871,0.228571429,0.0000377,0.036977042,4,2,0,0,0,64,0.771,8,0.096,0,0,0,4,0.048,0,9,92,1,bafybeidalcgaj4ol4ls5exxbksgv6xhwguxgjfgt3pjrxqx5mm4i3jokemipfsfleek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8061153.txt,https://aol-104553.weeblysite.com/,34,aol-104553.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045632908,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,20258,1,aol-104553weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
8070343.txt,https://business-violation-case963272.web.app/,46,business-violation-case963272.web.app,37,0,app,47.00703548,0.484848485,0.001502,0.047661925,3,1,0,0,0,27,0.587,6,0.13,0,0,0,5,0.109,1,59,78,1,business-violation-case963272web,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0
8112982.txt,https://docs.google.com/presentation/d/e/2pacx-1vrhebl_dr6xzs-twoghdx_teapotpngufojnn9_cjugmu__ngee6szfo_gq60jkchl-o7ka3e4vivt6/pub?start=false&loop=false&delayms=3000,167,docs.google.com,15,0,com,9.540761837,0.636363636,0.5229071,0.044470723,3,1,0,0,0,122,0.731,15,0.09,3,1,0,18,0.132,1,3,2326,1,docsgooglepresentationde2pacx-1vrhebl_dr6xzs-twoghdx_teapotpngufojnn9_cjugmu__ngee6szfo_gq60jkchl-o7ka3e4vivt6pub?start=false&loop=false&delayms=3000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0
110295.txt,https://www.clickertraining.com,30,www.clickertraining.com,23,0,com,100,1,0.5229071,0.062544816,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,855,2824,1,clickertraining,100,100,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,34,32,26,81,5,80,1
884904.txt,https://www.polishdocs.pl,24,www.polishdocs.pl,17,0,pl,100,1,0.0069695,0.054443959,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,321,366,1,olishdocs,90,90,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14,2,5,71,0,11,1
mw79270.txt,http://www.abwechslungsreiches.de,32,www.abwechslungsreiches.de,26,0,de,55.15630614,1,0.0326503,0.053004547,2,1,0,0,0,20,0.625,0,0,0,0,0,1,0.031,0,11,86,1,abwechslungsreiches,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8073781.txt,https://shgq-ir3j-m.firebaseapp.com/,36,shgq-ir3j-m.firebaseapp.com,27,0,com,65.7260435,0.565217391,0.5229071,0.050027813,3,1,0,0,0,22,0.611,1,0.028,0,0,0,5,0.139,1,108,8125,1,shgq-ir3j-mfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw203064.txt,http://www.testsabroad.com,25,www.testsabroad.com,19,0,com,72.77777778,1,0.5229071,0.066659536,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080000.txt,http://www.amazcaozm-co-jp.amazzeocn.chaweixin.top/,51,www.amazcaozm-co-jp.amazzeocn.chaweixin.top,43,0,top,28.18540434,0.285714286,0.0002752,0.057782555,3,3,0,0,0,34,0.667,0,0,0,0,0,6,0.118,0,2,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
655874.txt,https://www.mistjewels.com,25,www.mistjewels.com,18,0,com,100,1,0.5229071,0.0587516,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,16797,2748,1,mistjewels,100,100,1,0,1,1,0,1,0,19,1,0,1,1,1,1,1,0,1,145,18,48,364,13,20,1
600095.txt,https://www.dianerussell.net,27,www.dianerussell.net,20,0,net,100,1,0.0384199,0.060690745,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,942,9381,1,diarussell,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,33,21,30,82,1,76,1
488282.txt,https://www.slaskie.pl,21,www.slaskie.pl,14,0,pl,100,1,0.0069695,0.053673333,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1703,7257,1,slaskie,100,100,1,0,1,0,0,1,0,7,0,1,0,1,0,0,0,0,1,18,9,24,114,1,189,1
mw51644.txt,http://www.on-the-web.tv,23,www.on-the-web.tv,17,0,tv,71.93575655,0.4,0.0019696,0.056297174,2,1,0,0,0,9,0.391,0,0,0,0,0,3,0.13,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571361.txt,https://www.mekancu.com,22,www.mekancu.com,15,0,com,100,1,0.5229071,0.065137094,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,9433,11213,1,mekancu,100,100,0,1,1,0,0,1,0,2,0,1,1,0,1,0,0,0,1,53,11,23,391,12,409,1
446072.txt,https://www.imlebanon.org,24,www.imlebanon.org,17,0,org,100,1,0.0799628,0.067614055,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2693,9381,1,imlebanon,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,290,9,24,280,1,280,1
mw166865.txt,http://www.dns22dns22.ru,24,www.dns22dns22.ru,17,0,ru,53.84615385,0.5,0.0180132,0.032429314,2,1,0,0,0,8,0.333,4,0.167,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123498.txt,https://www.julianjaynes.org,27,www.julianjaynes.org,20,0,org,100,1,0.0799628,0.053626964,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,814,17708,1,julianjaynes,100,100,0,1,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,14,25,31,226,0,229,1
581934.txt,https://www.software-lab.org,27,www.software-lab.org,20,0,org,100,0.75,0.0799628,0.060272544,3,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,330,337,1,software-lab,100,100,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,4,2,11,74,0,19,1
822775.txt,https://www.amherstschools.org,29,www.amherstschools.org,22,0,org,100,1,0.0799628,0.065588631,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,10381,7579,1,amherstschools,100,100,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,34,62,42,95,1,45,1
227903.txt,https://www.ashland.or.us,24,www.ashland.or.us,17,0,us,100,0.8,0.0045585,0.056943912,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1846,577,1,ashlandor,0,0,1,0,1,0,0,1,6,0,0,1,1,1,0,0,1,0,1,38,22,34,9,1,22,1
530010.txt,https://www.poetcasting.co.uk,28,www.poetcasting.co.uk,21,0,uk,100,0.857142857,0.028555,0.063795444,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,383,1933,1,poetcastingco,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,5,4,6,47,4,51,1
oph13690.txt,http://yflaqweqra.duckdns.org/,30,yflaqweqra.duckdns.org,22,0,org,57.31225296,0.611111111,0.0799628,0.044333393,3,1,0,0,0,20,0.667,0,0,0,0,0,3,0.1,0,103,87,1,yflaqweqraduckdns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0
839590.txt,https://www.plavi-telefon.hr,27,www.plavi-telefon.hr,20,0,hr,100,0.615384615,0.0005731,0.053778521,2,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,147,187,1,plavi-telefon,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,3,6,1,0,5,1
480220.txt,https://www.thebettermom.com,27,www.thebettermom.com,20,0,com,100,1,0.5229071,0.067398048,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,4762,43106,1,thebettermom,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,32,4,23,65,0,40,1
177421.txt,https://www.iowadatacenter.org,29,www.iowadatacenter.org,22,0,org,100,1,0.0799628,0.068589692,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,821,10162,1,iowadatacenter,100,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,14,14,34,0,32,1
627877.txt,https://www.crazytoys.co.uk,26,www.crazytoys.co.uk,19,0,uk,100,0.833333333,0.028555,0.055719281,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,3075,4512,1,crazytoysco,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,51,12,31,247,2,228,1
mw184985.txt,http://www.astatech-cn.com,25,www.astatech-cn.com,19,0,com,79.88888889,0.818181818,0.5229071,0.068381517,3,1,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,16,200,1,astatech-cn,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8028379.txt,https://biancalnte-rnetaprobad0.sodajeans.top/,45,biancalnte-rnetaprobad0.sodajeans.top,37,0,top,33.17827073,0.393939394,0.0002752,0.059937647,3,1,0,0,0,33,0.733,1,0.022,0,0,0,3,0.067,1,2,54,0,0,3.03030303,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114402.txt,https://www.sp-cc.de,19,www.sp-cc.de,12,0,de,100,0.6,0.0326503,0.051275056,2,1,0,0,0,5,0.263,0,0,0,0,0,2,0.105,1,409,883,1,sp-cc,100,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,6,1
103576.txt,https://www.interop.jp,21,www.interop.jp,14,0,jp,100,1,0.0230451,0.057572054,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2161,236,1,interop,100,100,1,0,1,0,0,1,0,2,0,1,0,1,0,1,0,0,1,150,4,9,107,0,150,1
520981.txt,https://www.sfrealtors.com,25,www.sfrealtors.com,18,0,com,100,1,0.5229071,0.066398447,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1347,3111,1,sfrealtors,100,100,0,0,1,0,0,1,1,7,0,1,0,1,0,0,0,0,1,10,28,26,84,23,32,1
470468.txt,https://www.digitalwebbing.com,29,www.digitalwebbing.com,22,0,com,100,1,0.5229071,0.052171225,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,230,134,1,digitalwebbing,100,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,3,11,1,0,5,1
7876562.txt,https://case100985610961296312610.firebaseapp.com/,49,case100985610961296312610.firebaseapp.com,41,0,com,45.50862582,0.891891892,0.5229071,0.030169772,3,1,0,0,0,18,0.367,21,0.429,0,0,0,2,0.041,1,9,130,0,0,2.702702703,2.702702703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw131421.txt,http://www.qaqaqa0123.cf,23,www.qaqaqa0123.cf,17,0,cf,51.56462585,1,0.0001858,0.029910171,2,1,0,0,0,7,0.304,4,0.174,0,0,0,1,0.043,0,20,211,1,qaqaqa0123,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240921.txt,https://www.markronson.co.uk,27,www.markronson.co.uk,20,0,uk,100,0.846153846,0.028555,0.066617682,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,219,316,1,markronsonco,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,16,4,19,8,0,4,1
701469.txt,https://www.vavau.to,19,www.vavau.to,12,0,to,100,1,0.0008962,0.045301109,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1480,747,1,vavau,100,100,1,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,1,6,2,7,22,0,25,1
mw2247.txt,http://www.microsoft.dumb1.com,29,www.microsoft.dumb1.com,23,0,com,79.50138504,0.733333333,0.5229071,0.057132678,3,2,0,0,0,15,0.517,1,0.034,0,0,0,2,0.069,0,50,106,1,microsoftdumb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80926.txt,https://www.cdnplanet.com,24,www.cdnplanet.com,17,0,com,100,1,0.5229071,0.062480433,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,347,778,1,cdnplanet,100,100,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,50,0,7,1
8047305.txt,http://www.kueronekayacotn-co-jp.kueronekayacotn.kvzcny.top/ai/third.php,72,www.kueronekayacotn-co-jp.kueronekayacotn.kvzcny.top,52,0,top,21.78654715,0.363636364,0.0002752,0.054261046,3,3,0,0,0,53,0.736,0,0,0,0,0,8,0.111,0,582,779,1,kueronekayacotn-co-jpkueronekayacotnkvzcnyaithirdphp,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,16,6,2,0,7,0,0
245723.txt,https://www.centrogamma.com,26,www.centrogamma.com,19,0,com,100,1,0.5229071,0.071494285,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1007,475,1,centrogamma,100,100,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,50,10,26,99,16,19,1
132017.txt,https://www.tenantcloud.com,26,www.tenantcloud.com,19,0,com,100,1,0.5229071,0.065509952,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3156,3900,1,tenantcloud,100,100,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,63,7,6,121,0,49,1
881571.txt,https://www.metv.fm,18,www.metv.fm,11,0,fm,100,1,0.0004846,0.04639957,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1106,526,1,metv,100,100,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,1,23,8,13,18,7,65,1
390919.txt,https://www.axlamadrid.org,25,www.axlamadrid.org,18,0,org,100,1,0.0799628,0.058582508,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1080,2866,1,axlamadrid,100,100,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,94,11,16,226,5,229,1
8074379.txt,https://sign-in-05a076-valid.netlify.app/,41,sign-in-05a076-valid.netlify.app,32,0,app,47.71781991,0.392857143,0.001502,0.041084537,3,1,0,0,0,22,0.537,5,0.122,0,0,0,6,0.146,1,2,50,0,0,3.571428571,3.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48635.txt,https://www.voicemailtel.com,27,www.voicemailtel.com,20,0,com,100,1,0.5229071,0.0679306,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,818,564,1,voicemailtel,100,100,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,1,14,6,26,89,1,106,1
743074.txt,https://www.montenegro.org.au,28,www.montenegro.org.au,21,0,au,100,0.785714286,0.0100856,0.07002784,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,1932,811,1,montenegroorg,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,123,0,1,192,0,450,1
58693.txt,https://www.curiouslearning.org,30,www.curiouslearning.org,23,0,org,100,1,0.0799628,0.062772609,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,2093,13733,1,curiouslearning,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,1,1,0,1,13,2,17,52,1,20,1
103934.txt,https://www.itjungle.com,23,www.itjungle.com,16,0,com,100,1,0.5229071,0.054932946,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,717,9381,1,itjungle,100,100,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,8,8,104,1,123,1
258538.txt,https://www.ssstupid.com,23,www.ssstupid.com,16,0,com,100,1,0.5229071,0.054736462,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,163,176,1,ssstupid,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,6,9,0,0,4,1
8058614.txt,https://webmaillink.wixsite.com/my-site-1,41,webmaillink.wixsite.com,23,0,com,48.96019014,0.631578947,0.5229071,0.052557638,3,1,0,0,0,27,0.659,1,0.024,0,0,0,5,0.122,1,64,151,1,webmaillinkwixsitemy-site-1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
255802.txt,https://www.pescaprofessionalebiodiversita.it,44,www.pescaprofessionalebiodiversita.it,37,0,it,100,1,0.012178,0.062252027,2,1,0,0,0,31,0.705,0,0,0,0,0,1,0.023,1,864,2383,1,pescaprofessonalebodversta,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,22,9,11,37,18,43,1
66293.txt,https://www.emoryhealthcare.org,30,www.emoryhealthcare.org,23,0,org,100,1,0.0799628,0.065674194,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,709,443,1,emyhealthcare,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,0,1,31,8,8,20,7,23,1
513586.txt,https://www.lrh.usace.army.mil,29,www.lrh.usace.army.mil,22,0,mil,100,0.428571429,0.0002984,0.057435016,3,3,0,0,0,14,0.483,0,0,0,0,0,3,0.103,1,1236,7623,1,lrhusacearmy,0,0,1,1,1,0,0,0,0,4,0,1,0,1,0,0,1,0,0,9,8,12,58,0,69,1
8123380.txt,https://pub-990feba4e4a7403ea14ae4a0827e43f3.r2.dev/wer.html,60,pub-990feba4e4a7403ea14ae4a0827e43f3.r2.dev,43,0,dev,15.56324662,0.230769231,0.0009613,0.032984013,3,1,0,0,0,27,0.45,20,0.333,0,0,0,5,0.083,1,2,345,0,0,2.564102564,2.127659574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167917.txt,https://www.keevowallet.com,26,www.keevowallet.com,19,0,com,100,1,0.5229071,0.062025749,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3341,2899,1,keevowallet,100,100,1,0,1,0,0,1,0,24,0,1,1,1,1,1,1,1,1,5,5,30,23,1,49,1
579488.txt,https://www.foodtruckbestellen.be,32,www.foodtruckbestellen.be,25,0,be,100,1,0.0033189,0.055564676,2,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1323,451,1,foodtruckestellen,0,0,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,30,14,39,149,3,17,1
mw106445.txt,http://www.therecruitmentalternative.co.nz,41,www.therecruitmentalternative.co.nz,35,0,nz,59.17013528,0.928571429,0.0019933,0.06395957,2,2,0,0,0,28,0.683,0,0,0,0,0,2,0.049,0,15,155,1,therecruitmetalterativeco,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw47809.txt,http://www.singleseller.blueappsoftware.com,42,www.singleseller.blueappsoftware.com,36,0,com,44.25078044,0.571428571,0.5229071,0.058113361,3,2,0,0,0,29,0.69,0,0,0,0,0,2,0.048,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8046164.txt,http://www.kuerennkaycaato-co-jp.kuerccnkayccata.oxpsct.top/ai/,63,www.kuerennkaycaato-co-jp.kuerccnkayccata.oxpsct.top,52,0,top,18.12024961,0.363636364,0.0002752,0.058525299,3,3,0,0,0,45,0.714,0,0,0,0,0,7,0.111,0,474,780,1,kuerennkaycaato-co-jpkuerccnkayccataoxpsctai,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0
8016447.txt,https://toolstry.sviluppo.host/,30,toolstry.sviluppo.host,22,0,host,45.34674811,0.529411765,0.0000447,0.054140078,4,1,0,0,0,20,0.667,0,0,0,0,0,2,0.067,1,154,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,2,0,0,1,0
18492.txt,https://www.kijiji.ca,20,www.kijiji.ca,13,0,ca,100,1,0.0101825,0.041427194,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,2409,7544,1,kijiji,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,4,9,24,214,0,12,1
56658.txt,https://www.citizensforethics.org,32,www.citizensforethics.org,25,0,org,100,1,0.0799628,0.061366258,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,607,10327,1,citizensfethics,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,9,5,7,63,0,76,1
759573.txt,https://www.teatroverdifirenze.it,32,www.teatroverdifirenze.it,25,0,it,100,1,0.012178,0.060349277,2,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,751,1025,1,teatroverdfrenze,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32,6,17,78,1,95,1
4624.txt,https://www.rainn.org,20,www.rainn.org,13,0,org,100,1,0.0799628,0.069504428,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1362,2008,1,rainn,100,100,1,0,1,1,0,0,1,4,0,1,1,1,0,0,0,0,1,14,32,40,109,8,42,1
623894.txt,https://www.funemstudio.com,26,www.funemstudio.com,19,0,com,100,1,0.5229071,0.059154701,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,753,544,1,funemstudio,100,100,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,5,2,3,139,0,11,1
7998546.txt,https://www.simpnic.com/wp-content/themes/sydney/inc/notices/dkb/7d7eb280b743c1b/home/error.php?hash=ntuymzg4ota3mzywnq==&token=tw96awxsys81ljagkfdpbmrvd3mgtlqgmtaumdsgv2lunjq7ihg2ndsgcny6mta4ljapiedly2tvlziwmtawmtaxiezpcmvmb3gvmta4ljaxotqumjuuotgunzgymdizokphbjpuahu,266,www.simpnic.com,15,0,com,5.151286381,1,0.5229071,0.041460117,3,1,0,0,0,212,0.797,24,0.09,4,1,0,13,0.068,1,2,275,0,0,0,0.41322314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
